"","value","L1"
"8196","
			
			
			
				어메이징 스파이더맨
			
			
			완전 재밌어요!!!!!!!!!!!!!!!!!!!!!!!!!!!! 쓰리디로 또 볼거임!!!! 
			
			
			
				
				
				
				신고
			
			
			",820
"8197","
			
			
			
				어메이징 스파이더맨
			
			
			3D로 보았으면 좋았을 것을...재밌었습니다 
			
			
			
				
				
				
				신고
			
			
			",820
"8198","
			
			
			
				어메이징 스파이더맨
			
			
			마블역대급망작;;;ㅋ추천은알바인지?나만당할수없다인가?이건장르가 감성로맨스드라마 
			
			
			
				
				
				
				신고
			
			
			",820
"8199","
			
			
			
				어메이징 스파이더맨
			
			
			완전 재밌었어요!!! 아이맥스로 안 본게 후회됩니다 ㅠㅠㅠㅠㅠ 
			
			
			
				
				
				
				신고
			
			
			",820
"8200","
			
			
			
				어메이징 스파이더맨
			
			
			개인차이도있겠지만 어밴져스보다 나은듯 질질끌지않는 스토리진행 시간가는줄 모르고봤네요 
			
			
			
				
				
				
				신고
			
			
			",820
"8201","
			
			
			
				어메이징 스파이더맨
			
			
			보통 히어로물은 그냥 유치한게 무기라면 스파이더맨은 유치한 감동이 무기.. 
			
			
			
				
				
				
				신고
			
			
			",821
"8202","
			
			
			
				어메이징 스파이더맨
			
			
			안전빵. 
			
			
			
				
				
				
				신고
			
			
			",821
"8203","
			
			
			
				어메이징 스파이더맨
			
			
			기대이상으로 흥미진진했습니다. 다음편이 기다려지네요^^ 
			
			
			
				
				
				
				신고
			
			
			",821
"8204","
			
			
			
				어메이징 스파이더맨
			
			
			어메이징할것 없는 전반의 지루함을 후반에 날리는 액션 3D로 보는 거미줄타기는 최고 
			
			
			
				
				
				
				신고
			
			
			",821
"8205","
			
			
			
				어메이징 스파이더맨
			
			
			전반에는 지루했지만 후반에는 굳!ㅋㅋ근데 좀 짜집기한 부분이 있는것 같아서 8점... 
			
			
			
				
				
				
				신고
			
			
			",821
"8206","
			
			
			
				어메이징 스파이더맨
			
			
			샘레이미와 토비맥과이어를 버리고 꼭 리부트를 했어야해? 
			
			
			
				
				
				
				신고
			
			
			",821
"8207","
			
			
			
				어메이징 스파이더맨
			
			
			멋진 액션. 거기다 감동까지 정말 재밌게 잘 봤네요~ 
			
			
			
				
				
				
				신고
			
			
			",821
"8208","
			
			
			
				어메이징 스파이더맨
			
			
			질질끄는것도없고 보는내내 빠져들만큼재밋게봣어요^^오랫만에 기분좋은 영화인듯 
			
			
			
				
				
				
				신고
			
			
			",821
"8209","
			
			
			
				어메이징 스파이더맨
			
			
			올해 최고 어벤져스 많큼 Good 
			
			
			
				
				
				
				신고
			
			
			",821
"8210","
			
			
			
				어메이징 스파이더맨
			
			
			새로운 피터파커도 나름 새로운 느낌을 줬다 나쁘지않은데 뭐?^^ 
			
			
			
				
				
				
				신고
			
			
			",821
"8211","
			
			
			
				어메이징 스파이더맨
			
			
			굉장히 재밌어요^^ 
			
			
			
				
				
				
				신고
			
			
			",822
"8212","
			
			
			
				어메이징 스파이더맨
			
			
			완전 재밌었오 >< 
			
			
			
				
				
				
				신고
			
			
			",822
"8213","
			
			
			
				어메이징 스파이더맨
			
			
			모든 마벨 시리즈를 다 본 관객입장으로서 영화관가서 졸다옴 진짜 OOO기 영화 
			
			
			
				
				
				
				신고
			
			
			",822
"8214","
			
			
			
				어메이징 스파이더맨
			
			
			겁나재밌게봤다 ㅡㅡ 
			
			
			
				
				
				
				신고
			
			
			",822
"8215","
			
			
			
				어메이징 스파이더맨
			
			
			왜 어메이징 인건지ㅡㅡ 
			
			
			
				
				
				
				신고
			
			
			",822
"8216","
			
			
			
				어메이징 스파이더맨
			
			
			난 잼잇던데 평점이 왜이래!!  주인공은 옛날에 피터가 더잘생기긴 햇지만 잼잇어요~ 
			
			
			
				
				
				
				신고
			
			
			",822
"8217","
			
			
			
				어메이징 스파이더맨
			
			
			이정도면 충분히 화끈하고 액션영화로 정말 재미있는건데? 
			
			
			
				
				
				
				신고
			
			
			",822
"8218","
			
			
			
				어메이징 스파이더맨
			
			
			10년전보다 더 스파이더맨 같았음 
			
			
			
				
				
				
				신고
			
			
			",822
"8219","
			
			
			
				어메이징 스파이더맨
			
			
			볼만하기는 ㅡㅡ 엠마스톤밖에 볼거리가 없었다 스토리 그냥 OOO기;; 보지마세요 
			
			
			
				
				
				
				신고
			
			
			",822
"8220","
			
			
			
				어메이징 스파이더맨
			
			
			3D로 봤는데 완전...액션신 최고에요!! 
			
			
			
				
				
				
				신고
			
			
			",822
"8221","
			
			
			
				어메이징 스파이더맨
			
			
			하하하....... 친구 덕분에 공짜로 봤는데... 돈 안내고 본게 다행이네... 
			
			
			
				
				
				
				신고
			
			
			",823
"8222","
			
			
			
				어메이징 스파이더맨
			
			
			그냥봐도 스릴 쩌는데 3D로 보면 대박일듯 내용도괜찮고눈물짓는장면이좀있어서 ㅠㅠ 
			
			
			
				
				
				
				신고
			
			
			",823
"8223","
			
			
			
				어메이징 스파이더맨
			
			
			아이맥스 3d로 봐선지 액션신 하나로 모든불만 해소했는데 ㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",823
"8224","
			
			
			
				어메이징 스파이더맨
			
			
			볼만합니다. 평점이 너무 박하네요. 기대가 컷던건가..; 
			
			
			
				
				
				
				신고
			
			
			",823
"8225","
			
			
			
				어메이징 스파이더맨
			
			
			아이맥스로 보지 않고 혹평하는 사람만큼 멍청한 사람도 없다 
			
			
			
				
				
				
				신고
			
			
			",823
"8226","
			
			
			
				어메이징 스파이더맨
			
			
			요란하긴한데.. 언제 끝나나 시계를 3번 봤다 
			
			
			
				
				
				
				신고
			
			
			",823
"8227","
			
			
			
				어메이징 스파이더맨
			
			
			오늘 생일날 봤는데... 저는 꾀 잼있게 봤습니다... 
			
			
			
				
				
				
				신고
			
			
			",823
"8228","
			
			
			
				어메이징 스파이더맨
			
			
			3D로 봐야 실감남! 
			
			
			
				
				
				
				신고
			
			
			",823
"8229","
			
			
			
				어메이징 스파이더맨
			
			
			액션이 훌륭하고, 몰입도는 좋지만 너무많은 극적효과가 집중을 방해하고 간지럽게함 
			
			
			
				
				
				
				신고
			
			
			",823
"8230","
			
			
			
				어메이징 스파이더맨
			
			
			스토리가 너무 뻔해서 어이없는 웃음 많이지었네요 영상은 말할것없이 좋았지만.. 전개 넘 구림 ㅠ 
			
			
			
				
				
				
				신고
			
			
			",823
"8231","
			
			
			
				어메이징 스파이더맨
			
			
			어렷을 때 봣던 스파이더맨을 보던 느낌 액션죽이고.... 다 좋음..ㅋ 
			
			
			
				
				
				
				신고
			
			
			",824
"8232","
			
			
			
				어메이징 스파이더맨
			
			
			이거보고 소름돋고 대박이라 하는건.. 그냥 스파이더맨2 새로본 느낌.. 
			
			
			
				
				
				
				신고
			
			
			",824
"8233","
			
			
			
				어메이징 스파이더맨
			
			
			스토리~ 아주 감탄했어요, 액션도 전작보다 OOO않을 만큼 최고였습니다!! 
			
			
			
				
				
				
				신고
			
			
			",824
"8234","
			
			
			
				어메이징 스파이더맨
			
			
			평점 5점도 아까움. 찌질한(amazing?) 스파이더맨. 차라리 멜로영화를 보겠다. 
			
			
			
				
				
				
				신고
			
			
			",824
"8235","
			
			
			
				어메이징 스파이더맨
			
			
			영웅은 너무 고달퍼~ 
			
			
			
				
				
				
				신고
			
			
			",824
"8236","
			
			
			
				어메이징 스파이더맨
			
			
			흥미 지루 흥미 혼란 
			
			
			
				
				
				
				신고
			
			
			",824
"8237","
			
			
			
				어메이징 스파이더맨
			
			
			2시간 동안 집중을 흐트리 않는 자연스러운전개네요 ^^ 재미도 있고 여배우도 이쁘고 
			
			
			
				
				
				
				신고
			
			
			",824
"8238","
			
			
			
				어메이징 스파이더맨
			
			
			너무잼썻ㅋㅋ기존의 스토리를 벗어나진 않지만 짱임!!! 꼭보셈 ㅋㅋㅋ굿! 
			
			
			
				
				
				
				신고
			
			
			",824
"8239","
			
			
			
				어메이징 스파이더맨
			
			
			이전 스리즈 보다 원작에 충실한 것 같은 주인공 컨셉 게다가 시원한 영상미!!! 
			
			
			
				
				
				
				신고
			
			
			",824
"8240","
			
			
			
				어메이징 스파이더맨
			
			
			기존 시리즈의 고뇌에만 찬 모습보다 훨 나았다. 액션은 특히 최고였다. 추천 
			
			
			
				
				
				
				신고
			
			
			",824
"8241","
			
			
			
				어메이징 스파이더맨
			
			
			영화 중간에 문득 디워 생각이 났음;; 이유는 보면 알꺼임 ㅋㅋ토비가 벌써 그립다ㅠ 
			
			
			
				
				
				
				신고
			
			
			",825
"8242","
			
			
			
				어메이징 스파이더맨
			
			
			액션씬 도 좋아고 정말잼있씀 
			
			
			
				
				
				
				신고
			
			
			",825
"8243","
			
			
			
				어메이징 스파이더맨
			
			
			시험기간인데 봤습니다 정말 소름 돋고 대박..역대 히어로물 중에 손에 꼽을정도.... 
			
			
			
				
				
				
				신고
			
			
			",825
"8244","
			
			
			
				어메이징 스파이더맨
			
			
			너무기대를했나봅니다..... 
			
			
			
				
				
				
				신고
			
			
			",825
"8245","
			
			
			
				어메이징 스파이더맨
			
			
			이거 정말 재미있습니다. 전편 보다 좋네요 
			
			
			
				
				
				
				신고
			
			
			",825
"8246","
			
			
			
				어메이징 스파이더맨
			
			
			히어로물 광팬입니다. 히어로무비중 세손가락안에 든다고 감히 말하고 싶습니다 
			
			
			
				
				
				
				신고
			
			
			",825
"8247","
			
			
			
				어메이징 스파이더맨
			
			
			왘ㅋㅋㅋㅋ시험기간에 시험공부때려치고 보러갔다왔는데 진심졸잼ㅠㅠㅠㅠㅠㅠㅠㅠ 
			
			
			
				
				
				
				신고
			
			
			",825
"8248","
			
			
			
				어메이징 스파이더맨
			
			
			재미있게 보았습니다. 왠지모르게 저번 스파이더맨보다 더 친근해지네요^^ 
			
			
			
				
				
				
				신고
			
			
			",825
"8249","
			
			
			
				어메이징 스파이더맨
			
			
			스파이더맨은 사춘기 고등학생~ 감독이 세심하고 funny한듯..꼭 3D로 보세요.. 
			
			
			
				
				
				
				신고
			
			
			",825
"8250","
			
			
			
				어메이징 스파이더맨
			
			
			기대한 만큼의 액션! 진부한 스토리지만 136분의 런닝타임이 지겹지 않았다! 
			
			
			
				
				
				
				신고
			
			
			",825
"8251","
			
			
			
				어메이징 스파이더맨
			
			
			어메이징 스파이더맨! 내가 유일하게 좋아하는 블록버스터 시리즈...! 
			
			
			
				
				
				
				신고
			
			
			",826
"8252","
			
			
			
				어메이징 스파이더맨
			
			
			액션씬에 공을 들인 흔적은 보이지만 전작을 뛰어넘지는 못하는 듯. 
			
			
			
				
				
				
				신고
			
			
			",826
"8253","
			
			
			
				어메이징 스파이더맨
			
			
			레알 히어로물보고 운적은처음이다 진짜 재미감동액션로맨스 빠지는게없다 역대급 
			
			
			
				
				
				
				신고
			
			
			",826
"8254","
			
			
			
				어메이징 스파이더맨
			
			
			기존의 스파이더맨과는 또다른 매력. 
			
			
			
				
				
				
				신고
			
			
			",826
"8255","
			
			
			
				어메이징 스파이더맨
			
			
			새로운 스파이더맨시리즈의 시작. 전작들보다 더 낫다. 
			
			
			
				
				
				
				신고
			
			
			",826
"8256","
			
			
			
				어메이징 스파이더맨
			
			
			나쁘지는않다볼거리는많아졌지만새로움은없네요전시리즈의이미지가너무강했던듯 
			
			
			
				
				
				
				신고
			
			
			",826
"8257","
			
			
			
				어메이징 스파이더맨
			
			
			이런영화는 3D로 봐야 제맛이다. 영상 볼만했다~ 
			
			
			
				
				
				
				신고
			
			
			",826
"8258","
			
			
			
				어메이징 스파이더맨
			
			
			잉ㅠㅠ최공!!ㅠㅠㅠ 
			
			
			
				
				
				
				신고
			
			
			",826
"8259","
			
			
			
				어메이징 스파이더맨
			
			
			재밌었습니당^^ 
			
			
			
				
				
				
				신고
			
			
			",826
"8260","
			
			
			
				어메이징 스파이더맨
			
			
			최고 
			
			
			
				
				
				
				신고
			
			
			",826
"8261","
			
			
			
				어메이징 스파이더맨
			
			
			지루함 
			
			
			
				
				
				
				신고
			
			
			",827
"8262","
			
			
			
				어메이징 스파이더맨
			
			
			스토리는 동일. 탄탄한 스토리와 짜임새 액션이 굿~스파이더맨 씨리즈중에선 젤 나음 
			
			
			
				
				
				
				신고
			
			
			",827
"8263","
			
			
			
				어메이징 스파이더맨
			
			
			전작들보다 훨씬 재미나다 
			
			
			
				
				
				
				신고
			
			
			",827
"8264","
			
			
			
				어메이징 스파이더맨
			
			
			일단 스토리버젼으로간듯 보는것보다 스토리만보엿음 ㅡ,.ㅡ 그래도 멋짐 잼잇엇뜸! 
			
			
			
				
				
				
				신고
			
			
			",827
"8265","
			
			
			
				어메이징 스파이더맨
			
			
			원작과는 다른 새로운느낌 기대안했다가 횡재한 느낌 
			
			
			
				
				
				
				신고
			
			
			",827
"8266","
			
			
			
				어메이징 스파이더맨
			
			
			평점조작에 기대도 안했다가 횡재. 재미와 감동이 있다. 
			
			
			
				
				
				
				신고
			
			
			",827
"8267","
			
			
			
				어메이징 스파이더맨
			
			
			재밌네. 평점 8점이상은 된다. 
			
			
			
				
				
				
				신고
			
			
			",827
"8268","
			
			
			
				어메이징 스파이더맨
			
			
			시리즈중 최고임. 
			
			
			
				
				
				
				신고
			
			
			",827
"8269","
			
			
			
				어메이징 스파이더맨
			
			
			진심솔직하게. 3D 감흥은 없음. 디지털로 봐도 충분함. 재미는있고 8.5점 
			
			
			
				
				
				
				신고
			
			
			",827
"8270","
			
			
			
				어메이징 스파이더맨
			
			
			이전 시리즈가 3배 정도 더 나아 보입니다. 이번 건 어정쩡한 게 너무 많아요. 
			
			
			
				
				
				
				신고
			
			
			",827
"8271","
			
			
			
				어메이징 스파이더맨
			
			
			1과 스토리는 유사하지만~깔끔한 스토리진행이좋았습니다 
			
			
			
				
				
				
				신고
			
			
			",828
"8272","
			
			
			
				어메이징 스파이더맨
			
			
			숏다리 거미맨은 잊어라. 졸섹시한 스파이더맨이 왔다! 
			
			
			
				
				
				
				신고
			
			
			",828
"8273","
			
			
			
				어메이징 스파이더맨
			
			
			하...꼭 보시겠다면...3D는 낭비입니다. 
			
			
			
				
				
				
				신고
			
			
			",828
"8274","
			
			
			
				어메이징 스파이더맨
			
			
			지루하지않고 잼있게봤네요 ㅎ 
			
			
			
				
				
				
				신고
			
			
			",828
"8275","
			
			
			
				어메이징 스파이더맨
			
			
			나름 볼만 했음 
			
			
			
				
				
				
				신고
			
			
			",828
"8276","
			
			
			
				어메이징 스파이더맨
			
			
			전작들의 오글거리는 이상한 장면(길거리에서 춤추는거 등) 쏙 빠진 깔끔한 진행. 
			
			
			
				
				
				
				신고
			
			
			",828
"8277","
			
			
			
				어메이징 스파이더맨
			
			
			지난거 재탕인거에비해선 재미나네요 ㅋ나름업그레이드된내용? 
			
			
			
				
				
				
				신고
			
			
			",828
"8278","
			
			
			
				어메이징 스파이더맨
			
			
			정말 리얼리틱하게 재밋어요!3d로 봤는데 4d로 또 보려구요~!!ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",828
"8279","
			
			
			
				어메이징 스파이더맨
			
			
			잘생긴 가필드. 세련된 쫄쫄이. 뜬금포 개그. 시간은 잘 떄움. 
			
			
			
				
				
				
				신고
			
			
			",828
"8280","
			
			
			
				어메이징 스파이더맨
			
			
			이제서야 제대로된 스파이더맨 탄생 
			
			
			
				
				
				
				신고
			
			
			",828
"8281","
			
			
			
				어메이징 스파이더맨
			
			
			내가 이걸 왜 봤을까  내가 이걸 왜 봤을까  내가 이걸 왜 봤을까  내가 이걸 왜,. 
			
			
			
				
				
				
				신고
			
			
			",829
"8282","
			
			
			
				어메이징 스파이더맨
			
			
			그냥 보세여 무조건보세여 
			
			
			
				
				
				
				신고
			
			
			",829
"8283","
			
			
			
				어메이징 스파이더맨
			
			
			안보면 후회 3d로 볼껄 후회됨 
			
			
			
				
				
				
				신고
			
			
			",829
"8284","
			
			
			
				어메이징 스파이더맨
			
			
			재미있고 없고를 떠나서 그럴싸~하게 잘 만들었네요.물론 뻔했지만.. 
			
			
			
				
				
				
				신고
			
			
			",829
"8285","
			
			
			
				어메이징 스파이더맨
			
			
			안보고 까지마라 전작 1,2,3 다합친거보다 이게 더 재밌다 
			
			
			
				
				
				
				신고
			
			
			",829
"8286","
			
			
			
				어메이징 스파이더맨
			
			
			학교 도서관 안에서 할아버지 헤드폰이 단연 돋보였다. 관객들 모두 웃었다. 
			
			
			
				
				
				
				신고
			
			
			",829
"8287","
			
			
			
				어메이징 스파이더맨
			
			
			평점안좋아서볼까말까봤는데열라잼있네  마지막에다끝나고한2분~3분엔딩있어요꼭보삼 
			
			
			
				
				
				
				신고
			
			
			",829
"8288","
			
			
			
				어메이징 스파이더맨
			
			
			멋지다...스파이더맨!! 
			
			
			
				
				
				
				신고
			
			
			",829
"8289","
			
			
			
				어메이징 스파이더맨
			
			
			쩐다.. 건축학은교돈의맛어벤져스맨인3시체 이거 다 봤는데 스파이더맨이 젤 재밌었다 
			
			
			
				
				
				
				신고
			
			
			",829
"8290","
			
			
			
				어메이징 스파이더맨
			
			
			사람마다 호불호가 갈리겠지만 저는 재미있게 봤어요 
			
			
			
				
				
				
				신고
			
			
			",829
"8291","
			
			
			
				어메이징 스파이더맨
			
			
			영화보면서 고뇌하고 머리빠지고 싶음 전작. 헐리웃 영화답게 즐겁게 보고싶으면 최고 
			
			
			
				
				
				
				신고
			
			
			",830
"8292","
			
			
			
				어메이징 스파이더맨
			
			
			뭘 바래? 스파이더맨, 그 자체로서 최고다!! 
			
			
			
				
				
				
				신고
			
			
			",830
"8293","
			
			
			
				어메이징 스파이더맨
			
			
			기대이상으로 재미있게 봤습니다 ㅋㅋ 앤드류 가필드도 그정도면 충분히 멋있고!!! 
			
			
			
				
				
				
				신고
			
			
			",830
"8294","
			
			
			
				어메이징 스파이더맨
			
			
			짱 재미나다 마지막에 peace~ 
			
			
			
				
				
				
				신고
			
			
			",830
"8295","
			
			
			
				어메이징 스파이더맨
			
			
			기대 이상으로 재밌었다 ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",830
"8296","
			
			
			
				어메이징 스파이더맨
			
			
			좋아용!! 
			
			
			
				
				
				
				신고
			
			
			",830
"8297","
			
			
			
				어메이징 스파이더맨
			
			
			히어로액션을기대한나에게 흔한스토리의 로맨틱코미디를보고온듯한기분을선사받게함 
			
			
			
				
				
				
				신고
			
			
			",830
"8298","
			
			
			
				어메이징 스파이더맨
			
			
			스파이더맨1보다 나은건 CG뿐... 3D로 왜봤을까... 진심 3보다 최악 
			
			
			
				
				
				
				신고
			
			
			",830
"8299","
			
			
			
				어메이징 스파이더맨
			
			
			비주얼은 좋아졌지만 보는 내내 전작과 비교됨. 나쁜 쪽으로.. 
			
			
			
				
				
				
				신고
			
			
			",830
"8300","
			
			
			
				어메이징 스파이더맨
			
			
			3D로 봤는데 잼있음, 영해지고, 위트있어젔음ㅋ 
			
			
			
				
				
				
				신고
			
			
			",830
"8301","
			
			
			
				어메이징 스파이더맨
			
			
			토비맥과이어가 그립다,뭔 스파이더맨이 이리 촐랑대,, 
			
			
			
				
				
				
				신고
			
			
			",831
"8302","
			
			
			
				어메이징 스파이더맨
			
			
			뻔한 90년대식 감동포인트. 정형적인 어린이전용 히어로물. 3D로 보면 돈낭비 
			
			
			
				
				
				
				신고
			
			
			",831
"8303","
			
			
			
				어메이징 스파이더맨
			
			
			전체적으로 재밌어요 남자주인공 엄청 매력있네요 ㅎㅎ 보셔도 후회 안해요~ 
			
			
			
				
				
				
				신고
			
			
			",831
"8304","
			
			
			
				어메이징 스파이더맨
			
			
			좋구만 좋아좋아 
			
			
			
				
				
				
				신고
			
			
			",831
"8305","
			
			
			
				어메이징 스파이더맨
			
			
			아 전작이 명작이였구나.. 개연성이 넘 떨어지고 초,중반 지루함 
			
			
			
				
				
				
				신고
			
			
			",831
"8306","
			
			
			
				어메이징 스파이더맨
			
			
			리메이크와 리부트 사이를 오가다 
			
			
			
				
				
				
				신고
			
			
			",831
"8307","
			
			
			
				어메이징 스파이더맨
			
			
			전편이 너무재밌었나봐요ㅠ 캐릭터하나하나에 인간미를 부여해 멜로느낌이 짙은; 
			
			
			
				
				
				
				신고
			
			
			",831
"8308","
			
			
			
				어메이징 스파이더맨
			
			
			솔직히 전편들이 훨 재밌음. 볼려면 3D나 4D로 보길 추천. 
			
			
			
				
				
				
				신고
			
			
			",831
"8309","
			
			
			
				어메이징 스파이더맨
			
			
			진짜실망 어이없을정도...;;나쁜쪽으로 어메이징하다..1편이 진리였다 
			
			
			
				
				
				
				신고
			
			
			",831
"8310","
			
			
			
				어메이징 스파이더맨
			
			
			리메이크의 실패작 
			
			
			
				
				
				
				신고
			
			
			",831
"8311","
			
			
			
				어메이징 스파이더맨
			
			
			확실히 여자애들이 좀 좋아할덧... 그냥 평타 수준... 어벤져스 2를 위한 것 같음 
			
			
			
				
				
				
				신고
			
			
			",832
"8312","
			
			
			
				어메이징 스파이더맨
			
			
			역대 최고 스파이더맨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 겁나 잼있음 
			
			
			
				
				
				
				신고
			
			
			",832
"8313","
			
			
			
				어메이징 스파이더맨
			
			
			7.8은 아닌 듯 한 8.3 ㅇㅋ 많이 재밌었음~! 감동 굿 
			
			
			
				
				
				
				신고
			
			
			",832
"8314","
			
			
			
				어메이징 스파이더맨
			
			
			최악이네요. 
			
			
			
				
				
				
				신고
			
			
			",832
"8315","
			
			
			
				어메이징 스파이더맨
			
			
			재밋기만하구만 
			
			
			
				
				
				
				신고
			
			
			",832
"8316","
			
			
			
				어메이징 스파이더맨
			
			
			스타일리쉬한 액션, 재치있는 대사, 휼륭한 감정연기 
			
			
			
				
				
				
				신고
			
			
			",832
"8317","
			
			
			
				어메이징 스파이더맨
			
			
			정말 어매이징한 거미인간이에요 잘만들었고 연기두 잘하던데요 멋잇다~ 
			
			
			
				
				
				
				신고
			
			
			",832
"8318","
			
			
			
				어메이징 스파이더맨
			
			
			3d로 봐야 진짜 재밌음 ㅋㅋ 존잼개잼 
			
			
			
				
				
				
				신고
			
			
			",832
"8319","
			
			
			
				어메이징 스파이더맨
			
			
			뭐지 이건? 중간중간 피식피식 한 부분은 있었지만 그냥 1편 다시보는게 나을듯한. 
			
			
			
				
				
				
				신고
			
			
			",832
"8320","
			
			
			
				어메이징 스파이더맨
			
			
			솔직하게 전작에 비해 내용이 쫌 아쉽기는 하지만 . 그러나!!앞으로 후기작이기대됨 
			
			
			
				
				
				
				신고
			
			
			",832
"8321","
			
			
			
				어메이징 스파이더맨
			
			
			3d로 보세요 ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",833
"8322","
			
			
			
				어메이징 스파이더맨
			
			
			전작만 잊는다면 충분히 즐길만하다! 
			
			
			
				
				
				
				신고
			
			
			",833
"8323","
			
			
			
				어메이징 스파이더맨
			
			
			3D로 봤는데, 마블은 이제 영화계의 神인듯 하다. 어벤저스의 감동을 다시 느낀 영화. 
			
			
			
				
				
				
				신고
			
			
			",833
"8324","
			
			
			
				어메이징 스파이더맨
			
			
			아~요편은 주인공 바뀌고난뒤 재미가 좀 없어졌음....... 
			
			
			
				
				
				
				신고
			
			
			",833
"8325","
			
			
			
				어메이징 스파이더맨
			
			
			앤드류 가필드 연기 진짜 ㅠ 위트가 뭔지 보여주는듯... 솔직히 전작들 보다 좋다... 
			
			
			
				
				
				
				신고
			
			
			",833
"8326","
			
			
			
				어메이징 스파이더맨
			
			
			완전 재밌음..조조로봣어요 흥미진진 여주 넘 이쁘고 남주 귀엽고 멋있음.ㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",833
"8327","
			
			
			
				어메이징 스파이더맨
			
			
			다시 새로운시작이라 살짝 스파이더맨1을 보는기분이었음ㅋㅋ걍스토리기대말고 영상미스릴 
			
			
			
				
				
				
				신고
			
			
			",833
"8328","
			
			
			
				어메이징 스파이더맨
			
			
			새주인공이 더 잘생겻다,,귀여워서 스파이더맨한테반햇음!ㅋㅋ돈안아까울정도로는 재밋음~ 
			
			
			
				
				
				
				신고
			
			
			",833
"8329","
			
			
			
				어메이징 스파이더맨
			
			
			조조로 봤습니다 정말 어메이징하게 재미없네요. 집에가서 스파이더맨1,2,3이나 봐야겠습니다 
			
			
			
				
				
				
				신고
			
			
			",833
"8330","
			
			
			
				어메이징 스파이더맨
			
			
			엄마랑 같이 봤는데 엄청 재밋다고 하심 ㅎ 전 유쾌해서 좋았어요 
			
			
			
				
				
				
				신고
			
			
			",833
"8331","
			
			
			
				어메이징 스파이더맨
			
			
			두시간동안 초 집중 ! 굳굳 
			
			
			
				
				
				
				신고
			
			
			",834
"8332","
			
			
			
				어메이징 스파이더맨
			
			
			유쾌하고 영해졌네요. 고등학생 스파이더맨이라 그런가 전 만족! 
			
			
			
				
				
				
				신고
			
			
			",834
"8333","
			
			
			
				어메이징 스파이더맨
			
			
			3D로는 비추 영화는 나름 재밋음 
			
			
			
				
				
				
				신고
			
			
			",834
"8334","
			
			
			
				어메이징 스파이더맨
			
			
			내용전개가 넘 지루햇음 ㅠ  좀더 빨리 전개했다면  더 나앗을듯... 
			
			
			
				
				
				
				신고
			
			
			",834
"8335","
			
			
			
				어메이징 스파이더맨
			
			
			어매이징은 작게 쓴 이유가 있네요; 아주 나쁘진 않은데 권하고 싶진 않은 영화인듯; 
			
			
			
				
				
				
				신고
			
			
			",834
"8336","
			
			
			
				어메이징 스파이더맨
			
			
			ㅠㅠ초반은 괜찮은듯... 전개될수록..???? 응??.... 음악도 최악입니다.. 
			
			
			
				
				
				
				신고
			
			
			",834
"8337","
			
			
			
				어메이징 스파이더맨
			
			
			알바거지들아할짓없어서있단짓하냨너희아뒤로딴영화디줘밨는데10점주더랔ㅋㅋㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",834
"8338","
			
			
			
				어메이징 스파이더맨
			
			
			Good 
			
			
			
				
				
				
				신고
			
			
			",834
"8339","
			
			
			
				어메이징 스파이더맨
			
			
			이건 무조건 4D강추함.. 진짜로 재밌게 봤음. 나 알바아님 내 아뒤눌러서 보삼 
			
			
			
				
				
				
				신고
			
			
			",834
"8340","
			
			
			
				어메이징 스파이더맨
			
			
			셈레이미의 스파이더맨 보다 못하다. 
			
			
			
				
				
				
				신고
			
			
			",834
"8341","
			
			
			
				어메이징 스파이더맨
			
			
			역대 스파이더맨 시리즈 중 최악이네요.영화 볼 돈으로 치킨 시켜먹으세요. 
			
			
			
				
				
				
				신고
			
			
			",835
"8342","
			
			
			
				어메이징 스파이더맨
			
			
			스파이더맨 시리즈 안보고 이거 처음 봤는데, 흥미진진하고 재밌어요 ㅎ 
			
			
			
				
				
				
				신고
			
			
			",835
"8343","
			
			
			
				어메이징 스파이더맨
			
			
			너무 쌔지도 않고 너무 약하지도 않고 적절한거 같아서 재미있었습니다. 
			
			
			
				
				
				
				신고
			
			
			",835
"8344","
			
			
			
				어메이징 스파이더맨
			
			
			하나도 어메이징하지 않은 스파이더맨 Unamazing Spiderman 
			
			
			
				
				
				
				신고
			
			
			",835
"8345","
			
			
			
				어메이징 스파이더맨
			
			
			스토리면에  있어서 예측가능한 부분들이 영화에 대한 기대감을 떨어뜨렸다. 
			
			
			
				
				
				
				신고
			
			
			",835
"8346","
			
			
			
				어메이징 스파이더맨
			
			
			영화은참좋아해요 
			
			
			
				
				
				
				신고
			
			
			",835
"8347","
			
			
			
				어메이징 스파이더맨
			
			
			스토리가좋고연기자들의연기가좋다팬으로써감동스파이더맨캐릭터를완벽하게소화해냈다 
			
			
			
				
				
				
				신고
			
			
			",835
"8348","
			
			
			
				어메이징 스파이더맨
			
			
			여주인공이 예뻐서 1점 줍니다 정말 뻔한 히어로물 보고싶으면 보세요 
			
			
			
				
				
				
				신고
			
			
			",835
